age_range,experience_years,hours_per_week,ref_source_LinkedIn,ref_source_Twitter,ref_source_WhatsApp,ref_source_Word of mouth,ref_source_through a geeks for geeks webinar,main_aim_Connect with fellow data professionals,main_aim_Learn data afresh,main_aim_Upskill,main_aim_both upskilling and connecting with fellow data professionals,gender,country,track,aptitude_completed,total_score,month,motivation_len,graduated_num
0.24945513919971554,0.2547472593261511,-0.010001500337584351,-0.034668762264076815,0.34069257193462354,-0.21701976487771413,-0.06383036514852068,-0.1618940314506833,-0.23082176787424136,-0.6813851438692468,1.0,-0.1618940314506833,-0.13910683541222546,-0.16189403145068326,-0.14204416484568705,0.04438880151427721,-0.19516078690450867,-0.08817663872718716,0.013098345331148092,0.054816126206689304
-0.09230925291687624,-0.08121513514008279,-0.032383664204138206,-0.04490132550669373,-0.06788442333021309,-0.14664711502135327,-0.03306801645716227,1.0,-0.022996102490913696,-0.06788442333021306,-0.1618940314506833,1.0,0.15150199205955966,-0.016129032258064526,0.02299610249091366,0.022996102490913654,0.08963600864642515,0.08345543352091687,0.1691294432234266,0.22718473369882597
-0.13474770886266482,0.19458181259252944,-0.058370396709673825,-0.1937833198497101,-0.060317937947625785,0.07445807910499401,0.046172048514891054,0.15150199205955966,-0.15178745954623013,0.09478533106055484,-0.13910683541222546,0.15150199205955966,1.0,-0.10646085928509604,0.1517874595462302,0.15178745954623016,0.033722015588092895,0.34010198336735975,0.2608821855106305,-0.014418745018211825
0.11538656614609526,-0.08121513514008274,-0.03238366420413817,-0.04490132550669374,-0.06788442333021308,0.10998533626601491,-0.033068016457162286,-0.016129032258064526,-0.022996102490913703,-0.06788442333021306,-0.16189403145068326,-0.016129032258064526,-0.10646085928509604,1.0,0.02299610249091375,-0.7013811259728677,0.13102202259818024,0.08345543352091751,0.17375608452741076,-0.07099522928088316
-0.01645133606725513,-0.11217462126290342,-0.24470778286750164,-0.22406453988256786,-0.12098347962395672,0.20908334939572662,0.04714700072844776,0.02299610249091366,0.03278688524590165,0.09678678369916537,-0.14204416484568705,0.02299610249091366,0.1517874595462302,0.02299610249091375,1.0,-0.03278688524590155,-0.17621484112839325,0.2755494941518693,0.14915357246110456,-0.1113442453996009
-0.16451336067255246,0.11579315743267458,-0.09926825154059024,0.06401843996644797,-0.12098347962395677,0.026135418674465883,0.047147000728447575,0.022996102490913654,0.03278688524590155,0.09678678369916552,0.04438880151427721,0.022996102490913654,0.15178745954623016,-0.7013811259728677,-0.03278688524590155,1.0,0.02753394417086196,0.0782811062931446,-0.053138250631105936,0.10122204127236455
0.3199577406279589,0.1686205691665021,0.1238281054204926,-0.02703327150600339,0.2153586377636975,-0.12100033060427201,-0.08501003047048396,0.08963600864642515,0.014451418146372332,-0.03815876447249074,-0.19516078690450867,0.08963600864642515,0.033722015588092895,0.13102202259818024,-0.17621484112839325,0.02753394417086196,1.0,-0.1100269257905932,-0.11998941187983833,-0.05152928347134899
-0.08798446275141401,-0.058748749213820214,0.05644151564780914,-0.2078742949189203,-0.23108558332704263,0.19968076595771805,0.1711017502447765,0.08345543352091687,0.11898728156557999,0.018486846666163317,-0.08817663872718716,0.08345543352091687,0.34010198336735975,0.08345543352091751,0.2755494941518693,0.0782811062931446,-0.1100269257905932,1.0,0.22357381800111253,-0.11987084357238831
-0.1079127249154956,0.1010332775987159,0.12623141638727423,-0.021057817483395996,-0.10555475736683807,-0.01012699594761386,0.0550692866229776,0.1691294432234266,-0.0018323534700381205,0.002472732236997673,0.013098345331148092,0.1691294432234266,0.2608821855106305,0.17375608452741076,0.14915357246110456,-0.053138250631105936,-0.11998941187983833,0.22357381800111253,1.0,0.1620157364018576
-0.04063180276860003,0.20555387655340918,0.03706126092186208,0.039528470752104757,0.05976143046671964,-0.11834115780078214,0.007277781371744767,0.22718473369882597,0.11134424539960092,-0.11952286093343932,0.054816126206689304,0.22718473369882597,-0.014418745018211825,-0.07099522928088316,-0.1113442453996009,0.10122204127236455,-0.05152928347134899,-0.11987084357238831,0.1620157364018576,1.0
