Date, Open, High, Low, Close, Volume
2022-01-13,369.6879,371.8663,342.1793,343.853,97209869.29
2022-01-14,339.9596,350.6663,337.7926,349.8696,72924492.99
2022-01-18,342.2013,356.9296,338.6863,343.503,66989472.8
2022-01-19,347.2346,351.5563,331.6664,331.883,75442578.61
2022-01-20,336.5763,347.2196,331.333,332.0897,70488817.45
2022-01-21,332.113,334.8497,313.4997,314.633,103416131.8
2022-01-24,301.5864,311.1707,283.823,309.9996,152375291.8
2022-01-25,304.733,317.0863,301.0697,306.133,86595987.23
2022-01-26,317.4764,329.2297,301.9997,312.4697,104867395.3
2022-01-27,311.1196,311.7963,276.333,276.3664,147109701.3
2022-01-28,277.1864,285.833,264.0031,282.1164,134789084.5
2022-01-31,290.903,312.663,287.3497,312.2397,104436201.8
2022-02-02,309.393,310.4996,296.4697,301.8864,66793119.6
2022-02-03,290.7097,295.493,281.4237,293.2964,74643527.78
2022-02-05,286.923,302.1197,282.6764,300.9797,75781449.96
2022-02-06,244.1564,264.2098,242.0664,258.3331,93473218.4
2022-02-08,294.0031,307.833,292.6664,300.5864,95577573.59
2022-02-09,281.065,282.35,269.08,270.21,50890090.0
2022-02-11,226.04,227.8699,214.82,214.98,63070289.0
2022-02-12,191.78,196.25,191.11,194.86,73645922.0
2022-02-14,287.1897,299.6263,284.3831,291.9197,67756483.6
2022-02-15,299.9997,307.6663,297.7922,307.4763,57649590.07
2022-02-16,304.683,308.8096,300.4031,307.7963,51294446.45
2022-02-17,304.4197,306.1663,291.3664,292.1164,55178490.5
2022-02-18,295.3331,295.6231,279.203,285.6597,68501918.38
2022-02-22,278.043,285.5776,267.0331,273.843,83288273.79
2022-02-23,276.8097,278.4329,253.5197,254.6797,95257113.26
2022-02-24,233.4631,267.4931,233.3331,266.9231,135322443.0
2022-02-25,269.7431,273.1664,260.7999,269.9564,76067839.26
2022-02-28,271.6697,292.2864,271.5689,290.143,99006970.17
2022-03-01,382.5829,400.3562,378.6796,399.9262,104686165.1
2022-03-02,293.9997,312.333,293.5064,297.0464,78855655.17
2022-03-03,292.923,295.4794,277.5331,279.763,61623574.21
2022-03-05,301.0597,308.0263,296.1964,303.083,63709653.39
2022-03-06,243.2247,247.7964,233.4176,234.5164,112393851.1
2022-03-08,304.9997,309.5497,301.1497,307.3963,80091194.46
2022-03-10,254.5,255.16,241.01,242.4,98363539.0
2022-03-11,211.36,221.2,210.14,215.31,56538848.0
